CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,-,-,-,-,-,-,900,643.70,746.20,600,"22,300.00",200,274.25,446.65,275,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,-,-,"22,350.00","1,250",284.20,466.45,"3,600",-,-,-,-,-,-,
,1,1,1,16.89,614.75,-17.65,900,603.00,649.50,25,"22,400.00",300,397.00,483.05,800,-,-,-,-,-,-,
,18,18,19,17.41,600.00,-0.65,50,600.05,654.90,900,"22,450.00","2,700",53.00,508.45,900,-,-,-,-,-,-,
,84,84,124,17.04,562.50,-7.30,125,562.50,595.80,725,"22,500.00",25,488.00,500.10,300,207.65,472.30,20.54,494,341,341,
,-,-,-,-,-,-,275,112.20,607.65,900,"22,550.00",900,98.90,574.60,900,-,-,-,-,-,-,
,-,-,-,-,-,-,"1,800",402.25,566.40,800,"22,600.00",25,20.00,569.10,625,-,-,-,-,-,-,
,1,1,2,18.98,536.95,53.90,300,91.35,550.60,800,"22,650.00",200,25.00,-,-,112.60,439.50,16.72,5,1,1,
,4,4,5,16.00,431.05,-25.05,400,436.25,524.15,225,"22,700.00",150,514.65,620.65,"3,600",-,-,-,-,-,-,
,3,3,5,19.82,512.00,81.90,900,411.55,494.30,"1,750","22,750.00",250,332.10,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,201.65,465.40,675,"22,800.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,200.00,-,-,"22,850.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,200,229.20,422.70,600,"22,900.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,"1,800",22.10,-,-,"22,950.00",-,-,-,-,-,-,-,-,-,-,
,356,356,583,18.18,360.85,46.20,25,336.00,363.95,275,"23,000.00",25,739.55,785.25,900,204.00,710.00,19.61,115,38,38,
,-,-,-,-,-,-,"1,800",32.10,-,-,"23,050.00",-,-,-,-,-,-,-,-,-,-,-
,25,25,25,16.00,266.80,-8.40,900,258.40,346.85,25,"23,100.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,"1,800",22.10,-,-,"23,150.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,240.00,312.40,425,"23,200.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,"1,800",17.10,-,-,"23,250.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,325,51.35,282.45,900,"23,300.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,250,45.00,-,-,"23,350.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,900,186.80,-,-,"23,400.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,60.20,400.00,50,"23,450.00",-,-,-,-,-,-,-,-,-,-,-
,23,23,28,17.84,194.30,40.60,25,180.00,221.95,25,"23,500.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,140.00,364.00,50,"23,550.00",-,-,-,-,-,-,-,-,-,-,-
,2,2,2,16.24,137.30,7.20,50,140.00,209.20,25,"23,600.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,56.10,-,-,"23,650.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,48.20,-,-,"23,700.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,50,106.30,-,-,"23,750.00",-,-,-,-,-,-,-,-,-,-,-
,1,1,1,16.17,100.00,7.20,200,102.25,-,-,"23,800.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,25,33.10,-,-,"23,850.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,25,28.30,220.00,100,"23,900.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,600,60.00,194.60,100,"23,950.00",-,-,-,-,-,-,-,-,-,-,-
,830,830,"1,347",18.25,105.00,40.35,50,105.00,109.00,525,"24,000.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,25,50.00,145.00,100,"24,050.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,75,45.00,135.00,100,"24,100.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,600,21.50,135.00,100,"24,150.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,25,44.00,125.00,500,"24,200.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,25,41.95,118.00,600,"24,250.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,400,38.05,112.00,500,"24,300.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,150,34.20,107.00,500,"24,350.00",-,-,-,-,-,-,-,-,-,-,-
,141,141,204,19.90,79.50,50.15,25,71.00,79.50,25,"24,400.00",-,-,-,-,-,-,-,-,-,-,-
