CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"10,851","2,049","45,935",14.30,89.00,-59.00,135,88.05,91.75,15,"50,500.00",60,"1,588.50","1,741.85",225,177.50,"1,530.00",15.76,276,2,137,
,555,325,"4,897",14.47,79.50,-50.85,105,70.00,100.00,30,"50,600.00",225,"1,442.40","2,039.35",225,366.60,"1,718.50",20.23,2,1,2,
,"1,187",-139,"8,768",14.49,68.50,-45.90,180,67.00,99.70,15,"50,700.00",225,"1,510.45","2,142.35",885,228.60,"1,754.80",18.34,6,3,20,
,810,810,"4,874",14.58,60.00,-482.60,15,59.00,60.00,555,"50,800.00",225,"1,589.30","2,063.65",225,285.60,"1,830.60",17.93,11,8,10,
,808,260,"3,297",14.50,50.00,-40.10,510,50.05,107.00,180,"50,900.00",225,"1,736.25","2,179.45",885,-90.50,"1,992.15",21.45,1,1,1,
,"13,194",-380,"54,582",14.39,41.05,-37.85,435,43.20,49.40,45,"51,000.00",180,"2,024.50","2,088.45",240,384.10,"2,166.10",25.24,23,-1,12,
,310,310,"1,877",14.88,40.20,-420.60,60,40.00,65.00,435,"51,100.00",225,"1,912.55","2,369.00",885,-17.80,"2,210.10",23.70,8,8,8,
,544,469,"4,283",15.15,37.00,-23.40,15,35.25,72.60,15,"51,200.00",225,"2,033.30","2,612.50",885,254.10,"2,217.80",20.00,6,-6,9,
,336,171,"1,414",15.58,35.85,-19.55,120,30.55,62.00,30,"51,300.00",225,"2,073.00","2,708.85",885,-65.10,"2,313.00",20.39,7,7,7,
,698,422,"1,229",15.75,32.15,-17.20,15,30.40,33.90,45,"51,400.00",225,"2,162.05","2,846.45",225,303.40,"2,450.00",23.02,8,7,9,
,"7,410","3,236","26,288",15.67,26.65,-17.05,15,26.50,26.65,60,"51,500.00",60,"2,504.00","2,563.10",60,-34.20,"2,497.80",20.76,7,7,7,
,215,107,475,16.16,26.50,-17.80,15,23.75,33.25,150,"51,600.00",225,"2,352.65","2,867.90",225,-10.25,"2,600.20",21.54,1,1,1,
,32,27,65,17.41,33.10,-79.60,150,20.15,30.00,135,"51,700.00",225,"2,452.35","2,970.15",225,-4.30,"2,685.60",21.20,2,2,2,
,294,71,"1,044",16.50,21.50,-9.75,75,21.50,31.55,15,"51,800.00",225,"2,548.70","3,192.30",225,18.80,"2,789.05",22.04,1,1,1,
,91,45,305,17.39,24.50,-4.25,150,17.45,22.65,825,"51,900.00",225,"2,635.40","3,170.55",225,17.95,"2,869.40",21.20,1,1,1,
,"7,297",4,"28,142",16.93,18.00,-8.95,"1,395",18.00,19.20,420,"52,000.00",60,"2,988.35","3,062.05",60,301.65,"2,827.85",-,2,-2,-,
,3,3,3,17.71,20.00,-236.20,150,12.70,28.20,300,"52,100.00",225,"2,827.65","3,374.20",225,62.50,"3,079.05",23.11,1,1,1,
,-,-,-,-,-,-,120,12.30,-,-,"52,200.00",225,"2,926.35","3,504.90",300,96.15,"3,196.45",24.95,1,1,1,
,134,56,79,18.38,18.40,-2.10,15,16.00,24.00,150,"52,300.00",225,"3,099.20","3,806.60",225,396.10,"3,396.65",31.41,1,1,2,
,100,30,330,18.10,14.40,-6.60,645,13.35,15.20,90,"52,400.00",225,"3,071.10","3,757.60",225,75.80,"3,346.00",21.87,1,1,1,
,"4,791","3,783","15,628",18.19,12.75,-4.85,45,12.75,16.00,120,"52,500.00",60,"3,485.25","3,558.15",60,-418.40,"3,480.45",25.53,1,1,5,
,"4,203","2,845","10,245",19.90,11.00,-2.45,"1,500",10.85,12.10,45,"53,000.00",225,"3,695.80","4,297.85",225,166.95,"3,963.40",26.86,1,1,1,
,860,386,"2,663",21.85,10.65,0.60,225,9.00,10.70,135,"53,500.00",225,"4,161.15","4,835.15",225,232.55,"4,483.45",31.39,1,1,1,
,"1,107",357,"2,664",22.96,8.00,-1.35,450,7.80,9.40,15,"54,000.00",225,"4,564.90","5,350.60",225,262.00,"4,978.60",33.68,2,2,2,
,"4,022","3,856","6,998",24.37,6.80,-2.00,15,6.80,7.10,"1,500","54,500.00",225,"5,210.95","6,359.75",225,-,-,-,-,-,-,
,"1,873",166,"2,518",26.16,6.70,-1.15,30,6.70,7.00,150,"55,000.00",225,"5,688.20","6,357.20",225,-,-,-,-,-,-,
,1,-,-,-,20.60,-,"3,900",3.25,-,-,"55,500.00",225,"5,868.10","7,010.60",885,-,-,-,-,-,-,
,-,-,-,-,-,-,"3,000",3.10,-,-,"56,000.00",225,"6,321.65","7,630.95",885,-,-,-,-,-,-,
,-,-,-,-,-,-,"3,000",3.05,-,-,"56,500.00",225,"7,245.65","8,073.45",300,-,-,-,-,-,-,
,-,-,-,-,-,-,"3,000",3.05,-,-,"57,000.00",225,"7,726.65","8,843.60",885,-,-,-,-,-,-,
