CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,40,4,24,81.14,"1,575.00",155.40,"1,800","1,537.50","1,608.50","1,100","20,850.00",550,0.55,0.65,"5,400",-1.25,0.55,50.47,"38,883","-1,510","11,060",
,93,-43,107,77.03,"1,523.00",23.00,100,"1,521.35","1,531.80",100,"20,900.00","7,000",0.50,0.70,450,-0.95,0.70,50.17,"1,02,820","-3,629","28,564",
,6,-,48,101.93,"1,515.20",194.85,100,"1,466.75","1,479.25",150,"20,950.00",600,0.55,0.70,400,-1.25,0.60,47.85,"44,962","-1,303","9,020",
,"7,696","-2,243","3,896",73.24,"1,423.60",46.55,100,"1,423.60","1,427.20",100,"21,000.00","7,250",0.55,0.65,850,-1.15,0.65,46.71,"4,06,508","-13,938","1,02,983",
,33,19,24,-,"1,357.65",339.65,150,"1,365.90","1,377.45",150,"21,050.00","1,350",0.55,0.80,"1,500",-1.35,0.55,44.40,"38,897","-1,505","8,851",
,88,10,17,82.64,"1,343.35",45.30,50,"1,320.90","1,326.20",200,"21,100.00","1,950",0.60,0.80,"2,800",-1.35,0.60,43.26,"1,32,196","-6,060","20,794",
,19,1,2,-,"1,255.00",-3.15,150,"1,266.50","1,275.00",50,"21,150.00",850,0.60,0.80,"1,000",-1.30,0.60,41.73,"64,221","-3,982","10,465",
,321,-108,172,69.85,"1,230.70",42.00,250,"1,223.10","1,230.30",100,"21,200.00",450,0.60,0.80,"1,800",-1.50,0.65,40.54,"2,52,283","-10,207","36,035",
,101,-36,64,45.61,"1,160.60",13.35,150,"1,172.40","1,177.50",100,"21,250.00",600,0.55,0.90,"1,500",-1.85,0.55,38.31,"64,286","-3,757","12,339",
,376,-155,369,60.00,"1,123.60",46.10,300,"1,118.60","1,128.05","1,950","21,300.00","2,400",0.65,0.70,800,-1.80,0.70,37.75,"3,17,165","-11,738","36,847",
,113,-,1,69.82,"1,092.80",50.20,"1,250","1,070.65","1,081.80","1,350","21,350.00",550,0.75,0.90,350,-1.80,0.90,37.23,"73,087","-3,879","12,145",
,843,-10,48,53.43,"1,021.00",46.85,200,"1,021.30","1,027.10",500,"21,400.00",600,0.75,0.90,"2,250",-2.05,0.85,35.40,"4,73,795","-11,550","43,037",
,196,-7,44,-,951.95,44.30,50,972.45,979.90,"2,200","21,450.00",50,0.75,1.05,500,-2.20,0.90,34.03,"1,19,026","-5,851","16,576",
,"7,265",208,"3,232",49.90,922.10,43.70,50,922.15,925.70,50,"21,500.00","2,200",0.85,1.05,"1,650",-2.55,1.05,33.03,"10,56,360","-13,717","1,49,333",
,445,1,41,37.40,862.00,36.80,100,873.65,877.10,300,"21,550.00",500,0.90,1.20,500,-3.00,0.90,30.81,"1,68,494",-229,"17,993",
,"2,700",-444,771,43.24,819.25,45.15,50,822.50,825.80,50,"21,600.00",850,1.00,1.25,"1,500",-3.10,1.00,29.57,"6,02,965","1,562","66,543",
,554,-30,237,44.49,774.10,44.85,"1,000",772.90,778.25,50,"21,650.00","1,000",1.05,1.35,"2,050",-3.65,1.10,28.27,"2,12,274",-493,"25,378",
,"3,324",-461,"1,043",42.54,724.70,51.75,100,722.80,726.00,50,"21,700.00","15,150",1.10,1.45,"2,600",-4.15,1.20,26.91,"8,89,255","24,888","93,662",
,"1,020",-85,303,39.97,674.35,52.00,300,672.95,676.65,50,"21,750.00",200,1.25,1.50,900,-4.65,1.50,25.99,"3,96,501","-26,270","38,242",
,"13,072",-691,"3,207",38.83,626.55,52.35,150,623.50,639.95,"3,300","21,800.00","5,800",1.40,1.50,"2,200",-5.25,1.50,24.26,"8,52,187","2,761","1,20,782",
,"4,782",-111,677,35.56,575.00,48.25,100,574.20,576.85,50,"21,850.00","4,050",1.55,1.70,300,-6.05,1.65,22.82,"4,40,330","15,730","52,368",
,"12,558","-2,200","4,548",33.07,524.90,47.30,"6,050",520.05,525.00,100,"21,900.00","1,750",1.85,2.00,100,-6.85,2.00,21.67,"8,78,211","30,771","1,22,839",
,"6,680",-786,"1,834",31.19,476.10,47.35,150,474.45,477.15,50,"21,950.00","2,000",2.10,2.30,"1,600",-8.10,2.10,19.99,"6,42,528",64,"44,700",
,"42,802","-9,921","45,116",28.88,426.60,41.45,350,425.00,426.75,"1,000","22,000.00",200,2.60,2.65,150,-10.05,2.60,18.79,"13,18,577","21,296","1,97,633",
,"9,197",-497,"2,998",26.55,377.20,41.00,150,376.20,378.05,100,"22,050.00",350,2.95,3.15,"2,950",-12.10,2.95,17.24,"7,04,700","12,954","57,636",
,"21,666","-4,467","39,707",23.60,326.50,35.95,50,326.50,328.00,50,"22,100.00",50,3.75,3.90,"2,500",-14.90,3.70,15.92,"13,04,439","7,188","1,56,500",
,"7,663",-975,"14,958",22.10,279.80,33.80,50,278.10,279.90,350,"22,150.00",550,5.15,5.35,350,-19.20,5.35,14.98,"8,61,820","29,273","70,246",
,"48,414","-14,487","1,90,306",19.61,231.00,25.80,700,231.00,231.95,50,"22,200.00",100,7.65,7.70,800,-25.45,7.65,13.91,"15,55,552","31,371","1,72,391",
,"26,669","-3,546","1,62,852",17.72,184.95,17.50,200,185.00,186.00,150,"22,250.00","2,000",11.35,11.80,"1,000",-33.05,11.35,12.89,"10,68,892","22,595","72,860",
,"88,830","-18,172","7,82,636",16.01,141.15,9.15,50,141.15,142.00,"2,000","22,300.00",250,18.05,18.25,"2,000",-41.35,18.05,12.10,"21,96,457","35,011","1,76,269",
,"55,667","-6,488","9,53,553",14.68,101.80,0.70,150,101.75,102.40,150,"22,350.00",300,28.05,28.35,"2,000",-50.60,28.30,11.23,"16,74,040","40,325","93,327",
,"1,77,957",709,"41,73,121",13.54,67.70,-7.15,"1,050",67.50,67.70,250,"22,400.00",300,43.70,44.00,"1,000",-58.40,43.40,10.17,"40,76,559","65,875","1,64,932",
,"1,21,812","54,332","35,04,361",12.86,41.75,-11.35,"1,150",41.30,41.75,150,"22,450.00",200,67.65,67.85,"1,800",-62.25,67.65,9.36,"26,78,765","24,491","40,437",
,"2,55,332","69,114","41,25,606",12.49,23.85,-12.00,550,23.85,24.00,"23,850","22,500.00",300,99.85,100.30,300,-62.90,100.30,8.21,"22,26,952","19,795","79,467",
,"1,09,157","40,345","19,45,639",12.44,13.00,-10.00,100,12.60,13.00,"6,400","22,550.00",300,137.85,139.00,900,-61.20,138.65,-,"4,91,749","2,364","5,681",
,"1,86,997","15,828","25,11,566",12.65,7.00,-7.05,50,6.85,7.00,"21,700","22,600.00",200,182.10,183.20,50,-57.25,183.20,-,"4,45,883","-1,262","16,674",
,"1,08,712","37,193","16,07,949",13.05,3.85,-4.75,"2,700",3.70,3.85,100,"22,650.00",150,228.60,231.00,50,-57.45,228.95,-,"80,185","1,585","4,688",
,"1,97,208","45,685","20,79,349",13.37,2.00,-3.35,"41,000",2.00,2.10,500,"22,700.00",50,278.00,279.25,150,-54.40,278.00,-,"63,359","-2,411","11,955",
,"97,284","22,386","11,61,075",14.20,1.30,-1.95,"38,400",1.30,1.35,"42,250","22,750.00",100,326.60,328.70,150,-49.40,328.55,-,"5,426",133,"1,977",
,"1,76,650","7,215","17,10,247",15.11,0.90,-1.20,"91,900",0.90,0.95,"15,900","22,800.00",50,376.00,378.25,150,-51.05,377.90,-,"13,713","-1,032","8,788",
,"45,708","1,845","5,04,776",16.48,0.80,-0.85,"59,250",0.75,0.80,"3,750","22,850.00",50,425.70,428.75,100,-45.70,428.00,-,740,-48,751,
,"1,26,740","33,379","13,09,470",18.07,0.80,-0.75,"9,600",0.65,0.70,"1,100","22,900.00","3,100",473.95,492.85,450,-46.45,475.65,-,"2,352",-294,"1,792",
,"46,039",405,"2,67,163",18.76,0.55,-0.80,"36,500",0.55,0.70,"42,450","22,950.00",150,525.35,528.25,150,-35.50,527.70,-,"1,133",-589,417,
,"2,36,034","-8,580","8,39,970",20.26,0.55,-0.80,"2,54,000",0.55,0.60,"59,150","23,000.00",100,575.90,577.40,200,-58.65,577.40,-,"8,068","-1,007","16,278",
,"17,521","3,567","1,09,665",20.97,0.40,-0.75,"2,68,100",0.40,0.45,"70,200","23,050.00",250,624.50,632.60,100,-40.15,623.75,-,90,-6,344,
,"41,436","-3,950","1,80,017",22.40,0.40,-0.65,"3,98,800",0.40,0.45,"10,500","23,100.00",50,675.50,678.45,100,-42.00,680.00,-,71,-24,433,
,"6,594","-9,044","66,421",23.81,0.40,-0.65,"51,850",0.40,0.45,"2,350","23,150.00","2,800",716.85,727.70,100,-28.75,742.30,26.61,21,-15,105,
,"57,169","5,763","2,09,266",24.86,0.35,-0.60,"4,82,900",0.35,0.40,"2,53,600","23,200.00",100,775.45,802.95,"3,950",-55.40,776.60,-,238,-69,309,
,"7,324",-125,"27,609",26.24,0.35,-0.55,"23,000",0.35,0.40,"10,050","23,250.00",50,825.15,828.55,150,-58.90,828.45,-,21,4,128,
,"30,788","-2,013","95,516",27.61,0.35,-0.50,"56,750",0.35,0.40,"20,450","23,300.00",400,874.45,877.55,50,-48.15,873.60,-,19,5,175,
,"4,807",-643,"19,745",28.52,0.30,-0.65,"45,750",0.30,0.35,"28,350","23,350.00",500,917.15,928.65,100,-3.75,941.80,30.63,43,12,204,
,"20,115",-129,"77,975",30.31,0.35,-0.50,"2,04,200",0.30,0.35,"3,100","23,400.00",50,974.50,977.95,100,-14.35,978.65,-,64,-,137,
,"2,974",363,"16,431",31.17,0.30,-0.50,"17,750",0.30,0.35,650,"23,450.00",100,"1,018.20","1,029.10",100,-18.60,"1,046.45",44.64,33,4,169,
,"87,488","-7,224","2,52,144",32.49,0.30,-0.50,"30,050",0.30,0.35,"1,71,350","23,500.00",300,"1,069.85","1,078.65",850,-36.80,"1,078.35",-,524,-287,"4,149",
,"9,088","-2,381","25,934",33.79,0.30,-0.50,"17,600",0.30,0.35,"5,400","23,550.00",100,"1,121.25","1,129.45",250,-118.60,"1,136.85",-,9,3,9,
,"27,299","-7,161","60,507",34.50,0.25,-0.60,"3,11,950",0.25,0.30,"36,550","23,600.00",100,"1,173.40","1,178.45",50,-4.70,"1,189.85",-,32,-3,67,
,"3,742",-218,"25,769",35.77,0.25,-0.50,"41,100",0.25,0.35,"7,300","23,650.00","1,150","1,186.10","1,229.45",100,228.80,"1,230.30",-,9,2,25,
,"10,082","-1,439","32,122",37.04,0.25,-0.45,"63,250",0.25,0.35,"57,200","23,700.00",400,"1,271.70","1,278.80",50,9.20,"1,300.00",58.00,15,2,49,
,"1,625","-5,722","26,873",38.30,0.25,-0.50,"29,800",0.25,0.30,"9,650","23,750.00",50,"1,296.05","1,360.95","1,800",-,"1,420.00",-,-,-,12,
,"12,027",-558,"27,294",39.55,0.25,-0.55,"37,250",0.25,0.30,"14,550","23,800.00","1,750","1,335.90","1,388.15",50,-186.50,"1,336.00",-,36,-19,41,
,"1,447","-4,111","17,344",41.48,0.30,-0.45,"30,300",0.25,0.30,150,"23,850.00",150,"1,419.10","1,433.65",150,198.20,"1,408.75",-,1,-1,22,
,"14,336",269,"22,131",42.04,0.25,-0.50,"34,450",0.25,0.30,"1,400","23,900.00",50,"1,464.00","1,512.95",300,12.15,"1,492.95",52.03,3,1,44,
,"7,412","3,877","6,617",44.63,0.35,-0.45,"10,800",0.25,0.45,450,"23,950.00",50,"1,493.45","1,563.75","1,800",-,"1,697.50",-,-,-,26,
,"1,17,486",-265,"1,36,878",45.24,0.30,-0.55,"4,91,800",0.25,0.30,"38,550","24,000.00","1,000","1,576.00","1,578.55",300,-47.00,"1,577.05",-,"5,310","-3,022","16,709",
,"1,422",-474,"2,713",47.15,0.35,-0.40,"12,600",0.20,0.35,"1,050","24,050.00","1,800","1,587.45","1,699.00","1,000",-,"1,330.00",-,-,-,4,
,"3,960",-333,"4,726",46.95,0.25,-0.45,"25,400",0.25,0.35,500,"24,100.00",50,"1,674.20","1,679.55",200,-51.25,"1,647.75",-,41,-30,47,
,"1,449",-275,"2,090",48.16,0.25,-0.45,"27,950",0.20,0.25,"1,150","24,150.00","1,800","1,686.45","1,784.25","1,800",-269.15,"1,730.85",-,2,1,5,
,"8,413","-1,241","7,438",49.37,0.25,-0.55,"3,600",0.25,0.35,"10,250","24,200.00",100,"1,773.70","1,779.80",200,-41.05,"1,778.95",-,49,-37,154,
,"5,475",-474,"4,078",50.58,0.25,-0.45,"26,250",0.25,0.30,"1,600","24,250.00",500,"1,765.40","1,863.20","1,800",360.40,"1,790.40",-,11,-7,13,
,"5,504",-462,"6,580",51.78,0.25,-0.40,"4,350",0.25,0.35,"1,700","24,300.00",500,"1,813.15","1,945.00","1,000",-,-,-,-,-,-,
,"3,047",-64,"3,412",53.82,0.30,-0.40,"1,300",0.25,0.45,50,"24,350.00","1,800","1,885.75","1,963.00","1,800",-,-,-,-,-,-,
,"10,846",548,"9,053",53.14,0.20,-0.55,"90,550",0.20,0.35,"2,450","24,400.00","1,800","1,925.40","2,012.50","1,800",-,"2,140.00",-,-,-,1,
,"1,788",290,"3,028",56.23,0.30,-0.40,700,0.25,0.30,200,"24,450.00","1,800","1,976.20","2,062.15","1,800",-,-,-,-,-,-,
,"74,547",-152,"55,748",57.42,0.30,-0.45,"10,750",0.25,0.30,100,"24,500.00","1,800","2,035.30","2,113.90","1,800",-,"2,226.60",-,-,-,89,
