CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,-,-,-,-,-,-,900,"2,599.20",-,-,"46,200.00",405,101.15,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,900,"2,512.40",-,-,"46,300.00",405,110.15,-,-,-,523.05,-,-,-,6,
,-,-,-,-,-,-,900,"2,448.50",-,-,"46,400.00",405,115.15,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,900,"2,713.20",-,-,"46,500.00",60,510.00,738.20,210,95.00,640.00,20.60,7,6,15,
,-,-,-,-,-,-,-,-,-,-,"46,600.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,"46,700.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,"46,800.00",-,-,-,-,-,-,-,-,-,-,-
,-,-,-,-,-,-,-,-,-,-,"46,900.00",-,-,-,-,-,-,-,-,-,-,-
,4,-,-,-,"3,657.50",-,900,"2,596.85","4,479.70",900,"47,000.00",15,779.45,789.00,15,132.40,786.00,20.83,494,263,475,
-,-,-,-,-,-,-,-,-,-,-,"47,200.00",-,-,-,-,-,950.00,-,-,-,1,
,-,-,-,-,-,-,900,"2,291.25",-,-,"47,500.00",15,895.00,"1,076.05",210,131.30,901.00,20.45,65,34,59,
,80,-12,57,13.72,"2,590.70",-159.10,90,"2,590.70","2,667.95",30,"48,000.00",210,"1,066.10","1,099.55",30,155.40,"1,066.10",20.48,271,19,320,
-,-,-,-,-,-,-,-,-,-,-,"48,300.00",-,-,"1,523.50",270,-,"1,304.95",-,-,-,1,
,1,-,-,-,"1,974.10",-,-,-,"2,859.50",180,"48,400.00",-,-,"1,407.65",300,-,-,-,-,-,-,
,134,27,92,14.64,"2,326.00",-157.90,15,"2,294.80","2,318.00",15,"48,500.00",30,"1,208.15","1,300.00",15,227.25,"1,331.60",21.41,228,33,303,
,-,-,-,-,-,-,30,"1,797.25","2,700.10",900,"48,600.00",30,832.60,"1,416.85",15,-,-,-,-,-,-,
,-,-,-,-,-,-,30,"1,665.90","2,969.50",450,"48,700.00",720,966.90,"1,474.30",315,394.20,"1,446.45",21.80,1,-,1,
,-,-,-,-,-,-,15,"1,810.45","2,448.20",450,"48,800.00",900,921.95,"1,524.40",30,-,-,-,-,-,-,
,-,-,-,-,-,-,-,-,"2,407.55",450,"48,900.00",-,-,"1,858.55",15,-,-,-,-,-,-,
,82,24,93,15.02,"2,050.00",-99.55,15,"1,995.45","2,070.00",15,"49,000.00",150,"1,444.30","1,527.35",15,202.80,"1,500.00",21.04,316,99,326,
,-,-,-,-,-,-,-,-,"2,297.35",15,"49,100.00",-,-,"1,634.70",300,-,"1,281.65",-,-,-,2,
,-,-,-,-,-,-,-,-,"2,339.80",450,"49,200.00",-,-,"2,094.00",600,-,"1,370.20",-,-,-,22,
,-,-,-,-,-,-,30,"1,780.55","2,248.45",450,"49,300.00","1,350","1,210.25","2,097.30",705,145.05,"1,596.60",20.68,10,2,5,
,-,-,-,-,-,-,300,"1,001.00","1,932.40",540,"49,400.00",45,"1,183.55","2,166.55",450,-,"1,484.35",-,-,-,6,
,65,55,74,13.96,"1,667.55",-192.45,150,"1,506.70","1,819.40",15,"49,500.00",165,"1,461.60","1,807.15",15,225.65,"1,725.00",21.08,97,44,95,
,-,-,-,-,-,-,45,933.25,-,-,"49,600.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,300,901.00,"2,051.35","1,800","49,700.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,300,851.00,"2,230.85",450,"49,800.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,90,851.35,"1,851.50",30,"49,900.00",-,-,-,-,-,-,-,-,-,-,
,203,26,148,14.97,"1,505.50",-121.85,15,"1,490.00","1,579.25",15,"50,000.00",285,"1,800.20","2,069.90",15,201.45,"1,931.55",20.73,118,12,265,
,2,-,-,-,"1,589.85",-,-,-,-,-,"50,200.00",-,-,-,-,-,-,-,-,-,-,-
,1,1,1,18.85,"1,693.20",371.80,-,-,-,-,"50,400.00",-,-,-,-,-,-,-,-,-,-,-
,19,-,-,-,"1,364.00",-,150,"1,236.20","1,908.65",450,"50,500.00",165,"1,175.15","2,736.20",450,-,"1,850.00",-,-,-,1,
,110,23,46,15.55,"1,125.15",-64.15,150,"1,092.95","1,188.95",15,"51,000.00",450,"1,971.45","3,080.45",555,299.95,"2,599.95",22.12,19,-,73,
,51,51,56,15.85,970.45,11.95,15,850.00,"1,029.45",30,"51,500.00",900,"2,244.95",-,-,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,"51,800.00",-,-,-,-,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,"51,900.00",-,-,-,-,-,-,-,-,-,-,
,114,-2,100,16.07,830.00,-5.25,15,760.00,878.00,15,"52,000.00",345,"2,000.05","4,190.60",900,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,"52,100.00",-,-,-,-,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,"52,200.00",-,-,-,-,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,"52,300.00",-,-,-,-,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,"52,400.00",-,-,-,-,-,-,-,-,-,-,
,-,-,-,-,-,-,15,610.00,999.90,15,"52,500.00",900,"2,874.45",-,-,-,-,-,-,-,-,
,331,8,61,16.28,584.95,-2.55,30,566.00,636.40,15,"53,000.00",900,"2,332.10","4,829.70",900,-,-,-,-,-,-,
,-,-,-,-,-,-,15,350.00,649.90,15,"53,500.00",900,"3,158.30",-,-,-,-,-,-,-,-,
,46,27,35,15.08,315.75,-84.25,15,312.65,489.75,30,"54,000.00",900,"4,031.15",-,-,-,-,-,-,-,-,
,1,-,-,-,410.65,-,15,230.15,476.30,15,"54,500.00",900,"4,044.10",-,-,-,-,-,-,-,-,
,154,22,56,16.84,284.00,2.30,60,250.00,300.00,150,"55,000.00",105,"4,053.05","6,488.45",90,-,"5,300.00",21.14,1,-1,2,
,3,-,-,-,208.05,-,45,160.15,324.90,15,"55,500.00",900,"4,466.10",-,-,-,-,-,-,-,-,
,17,-,3,16.14,154.75,-13.30,45,123.15,319.95,30,"56,000.00",900,"4,906.10",-,-,-,-,-,-,-,-,
,5,-,-,-,112.70,-,45,113.55,224.95,30,"56,500.00",900,"5,346.10",-,-,-,-,-,-,-,-,
,30,6,7,16.95,118.25,11.45,30,85.15,163.80,15,"57,000.00",900,"5,786.10","8,640.15",90,-,-,-,-,-,-,
